id,text,Achievement,Self-direction,Hedonism,Security,Power,Stimulation,Benevolence,Universalism,Conformity,Tradition
709,lots of features i particularly like the latex rendering which very few android mastodon clients have i only have two complaints a minor one is that when rendering latex the remove left margin setting is not honored a more annoying one is that the notification counter is buggy and very often fails to go down to zero even after reading all notifications and refreshing them ,1,1,1,1,0,0,0,0,0,0
710,almost perfect it would be even better with an option to see a much more compact media window on the right side of the post otherwise is my favourite mastodonfediverse client worth the price ,0,1,1,0,0,0,0,0,0,0
711,really pretty interface for the diverse ,0,0,1,0,0,0,0,0,0,0
712,not perfect but constantly improving my goto diverse client ,0,1,0,0,0,0,0,0,0,0
713,nice interface and easy to get used to latest updates have removed the minor flicker of the screen ,0,0,1,1,0,0,0,0,0,0
714,its great hopefully it stops asking me to rate it now ,0,0,1,0,0,0,0,0,0,0
715,better than the official app but the configuration settings are a little confusing to navigate overall very good ,1,0,0,0,0,0,0,0,0,0
716,i prefer the ui of tusk to be honest ui could really use some polish on this app other than that its a great app with the most options ,0,1,0,0,0,0,0,0,0,0
717,my user experience has not been great if i tap on a notification post it never takes me to the post i have tapped on just to the top of home i have paid for this to encourage development but i use moshidon for the user interface for now ,1,0,1,0,0,0,0,0,0,0
718,its definitely gotten better since i started using it but i have since moved from using mastodon as my main diverse platform to firefight and the web app for the main instance is so smooth and pretty the fedilab ui just is not quite there for me but it is my main backup app because of the features for example firefight implementation of following hashtag antennas is work id rather have them in my home feed like fedilab does so i go back and forth depending on use case ,1,1,0,0,0,1,0,0,0,0
719,so close to being perfect we just need that full missed support that was voted on last year the best app for fed hands down ,1,0,0,0,0,0,0,0,0,0
720,i like sharing capabilities and following tags but i miss user page refreshing much ,0,1,0,0,0,0,0,1,0,0
721,my first impressions are good however i agree that i would like the feed to be even more compact i want my vertical real estate to be used as much as possible bookwyrm integration would be cherry on the cake 馃嵃 good job 馃憤 ,1,0,0,0,0,0,0,0,0,0
722,i find it ugly in terms of fonts and layout but its got many more features than tusk and the different settings are easy enough to find i use tusk to read and fedilab to make threads and post in different languages ,0,1,0,0,0,0,0,0,0,0
723,pretty good its a little confusing but not bad ,0,0,1,0,0,0,0,0,0,0
724,there are many fediversemastodon clients out there and this is the one i have chosen worth paying for ,0,1,0,0,0,0,0,0,0,0
725,this is my goto mastadon app as it is the only one that implements a mute for home feature making lists far more usable i like the flexibility in the timelines but things make the app just short of perfect for me the single action bar is great but there needs to be an option to have it at the bottom of the screen would like to be able to add explore feeds eg trending messages or tags to the action bar instead of having to go via the side menu ,1,1,0,1,0,1,0,0,0,0
726,works well occasional minor glitches sometimes have to try twice to browse media to post but overall quite good ,0,0,0,1,0,0,0,0,0,0
727,good app crashes occasionally when going back from one screen to another also faster auto refresh of home and local timeline would be appreciated other than that no complains ,0,0,0,1,0,0,0,0,0,0
728,great access to features no crashing not the most gorgeous app but none of three for mastodon that i have tried have been either mastodon tusk this seems like the best option available right now and i am excited to see it get a little premier and smoother ,1,0,0,1,0,1,0,0,0,0
729,works good especially for posting pictures also good for seeing a bigger variety of posts hashtag etc bit harder to deal with notifications than the simpler apps ,1,0,0,0,0,1,0,0,0,0
730,would be nice if some ux designers contributed to the project the apps features are fantastic some small ului tweaks could really make it excellent to be clear these are nitpicky things i am referring to not deal breakers was worth the few bucks i paid regardless better than tusk ,1,0,1,0,0,0,0,0,0,0
731,flexible with themes can have custom and hashtag lists ,0,1,0,0,0,0,0,0,0,0
732,in my opinion the best mastodon client for android and it keeps getting better its worth the price if you are or are planning to be a regular mastodon user ,1,1,0,0,0,0,0,0,0,0
733,translate feature does not seem to work for hebrew on my samsung android otherwise great thank you ,0,0,0,0,0,0,0,1,0,0
734,a bit cluttered but feature packed definitely delivers more of mastodons full feature set than any other app there are a couple places where ui elements look a bit dated also tied to all the features i wish there was a way to hold press on some buttons and get a hover over type label or description sometimes its hard to guess what a button is meant to do ,1,1,0,0,0,0,0,0,0,0
735,best mastodon client on android for me really like being able to add timelines from other instances quick to update with new features ,0,1,0,0,0,1,0,0,0,0
736,its got a few quirks but its been the best app so far for managing multiple accounts and scheduling posts ,1,0,0,0,0,0,0,0,0,0
737,frequently updated and highly customizable ,0,1,0,0,0,1,0,0,0,0
738,good performance no ads most of the features i am looking for ,1,0,0,1,0,0,0,0,0,0
739,yes hashtag were broken on my instance and have since been fixed list management in the app seems to be broken though i typed in a name and fedilab offered to add two accounts that already existed in that list ,0,0,0,1,0,0,0,0,0,0
740,one of the better most featurerich mastodon clients its not the most beautiful interface but it works well ,1,0,0,0,0,0,0,0,0,0
741,overall a great app compared to the free ones out there has a more seamless transition between web vs the app the only thing i have an issue with is dark mode some of the features like pop ups use black text colour and do not automatically switch to a lighter colour if you are in dark mode so there are some visibilityreadability issues ,1,0,0,1,0,0,0,0,0,0
742,so far this has been an invaluable addition to my diverse experience the omitted star is the result of a somewhat sterile unfriendly interface over time however i suspect this will become a fiesta review ,0,0,1,0,0,0,0,0,0,0
743,i find this app is a good way to navigate on mastodon i have given it stars as from time to time it tells me there is an error the problem may be with this app or with mastodon i did find this app works better than the mastodon app also as this app is not free i feel i am supporting the diverse ,0,1,0,1,0,0,1,0,0,0
744,overall pretty good app the one aspect of the app id like to see improved is how the app let us me quickly jump to the latest notifications currently the app seems to reset itself back to a previous date when i tap the icon to jump to the latest it seems to jump in batches as if its still loading notifications ,1,0,1,0,0,0,0,0,0,0
745,overall a pretty nice mastodon app just a couple things that would be super to get multi account support there is no way to change color for favorite notifications thanks ,1,0,1,0,0,0,0,0,0,0
746,i am new to all this but fedilab seemed like a good place to start ,0,1,0,0,0,0,0,0,0,0
747,a few bugs undead counts on columns not always keeping where id read to but generally works well lots of customization options and is adding new features so can do more than the other mastodon apps worth the small cost ,1,1,0,1,0,1,0,0,0,0
748,i have only been using the app for a little while definitely better than the official mastodon app but that is the beauty of the diverse ,1,1,0,0,0,0,0,0,0,0
749,it would be five but there is an issue with uploading profile pics that needs sorting out its does not crop to the right size for upload ,0,0,0,1,0,0,0,0,0,0
750,great mastodon client that misses a few usability marks for me but otherwise its incredibly feature rich and customizable id love to see list management and assignment to lists improved to take less steps and be more obvious if someone is on a list at all id also love to see a bit more customization around the menu bars layout and positioning ,1,1,0,0,0,0,0,0,0,0
751,so far so good just one oddity with previews i can get youtubepeertube previews in an individual message view but the same post does not expand a preview in the timeline feed i do not see any setting to update thatdont suppose i am missing something or there is a way to request that as a feature absolutely worth the purchase regardless ,1,0,0,0,0,0,0,0,0,0
752,its my preferred way to access the diverse its not without fault but nothing that completely breaks for me some examples sometimes i need to actively refresh a feed sometimes it will open in notifications but will be displaying my home sometimes it does not activate a follow for some reason or at least does not indicate that it does i am rating it highly because its a nice solid app it allows me to access my feed easily and its nicely intuitive for me ,0,1,1,1,0,0,0,0,0,0
753,very powerful always improving but also with some bugs in the last year especially with media handling which i think are generally getting resolved should be a five star very soon ,1,0,0,1,0,0,0,0,0,0
754,it has weird bugs it crashes if i tap on the private message section if i tap on bitter pages i added upper bar and so on ,0,0,0,1,0,0,0,0,0,0
755,there are a few minor annoyance and bugs but overall its a good app for managing mastadon accounts with plenty of customizability i would very much recommend it ,0,1,0,0,0,0,0,0,0,0
756,lots of features interface feels a bit crowded for my taste nice app ,0,0,1,0,0,0,0,0,0,0
757,good needs work for use with pixelfed but definitively good enough ,1,0,0,0,0,0,0,0,0,0
758,just works wish it gave access to gab as well ,0,1,0,0,0,0,0,0,0,0
759,great functionality but ui is not exactly pretty ,1,0,0,0,0,0,0,0,0,0
760,clunky and weird but the best mastodon app ,1,0,0,0,0,0,0,0,0,0
761,enjoying it so far i was still using the predecessor mastolab until yesterday this is much better one feature suggestion add an option to disable notifications for saving pictures its useless to me to be notified for that and it triggers the same notification i get for receiving a favorite or comment and since my custom notification sound for that is super loud and obnoxious it gets old fast when i hear it every time i save a media file ,0,1,1,0,0,0,0,0,0,0
762,taking too much time to load new tools ,1,0,0,0,0,0,0,0,0,0
763,constantly buggy scrolling is not smooth at all which makes it hard to quickly skim the tl ,1,0,0,1,0,0,0,0,0,0
764,great diverse app now catch up with gab specific features which is the only service i use it for ,0,1,0,0,0,0,0,0,0,0
765,after giving this app a second chance i am raising my rating to stars it still is a bit slow and twitch when setting up but it does a good job ,1,0,0,0,0,0,0,0,0,0
766,pretty great so far good for discovering art from users not sure how good it is with direct messages though will check it out though unfortunately i cannot get the admin feature working maybe i just need to figure it out ,0,1,0,1,0,0,0,0,0,0
767,great app one thing though is that i am unable to save pictures even though i have given the app the proper permissions that is the only thing standing in the way of this app being stars used the droid version for a while but i am purchasing it here just to support devs ,1,0,0,1,0,0,1,0,0,0
769,works well enough worth the cost ,1,0,0,0,0,0,0,0,0,0
770,gab abbr display home profile image background avatar noticed here no one can get their original background image off dim fedilab wins hands down with host of settings the others do not alert just now flew up nov using this app for gab site to leave rating ok fedilab still rocks so hats off to developer to prove it read the praise i post at gab if gift using droid device on web based browser do not work then you came to the right place you win for once ,1,0,0,0,0,0,0,0,0,0
771,would like to have full pixelfed support ,0,1,0,0,0,0,0,0,0,0
772,works well connects to the whole diverse lives up to its name ,0,0,0,0,0,0,0,1,0,0
773,willing to hang on to it for free speech but it really needs an option to open all links in external browsers ,0,1,0,0,0,0,0,1,0,0
774,works great very customizable love that you can schedule posts for the future ,0,1,0,0,0,0,0,0,0,0
775,excellent app can search hostage and can schedule posts through fedilabs server its quite lovely using it for mastodon ,1,0,1,0,0,0,0,0,0,0
776,this is the best android app i have found for mastodon its very customizable and the developers are people who use both the app and mastodon and they put a lot of heart into it its got a few bugs but no show shoppers ,1,1,0,1,0,0,1,0,0,0
777,the best social media app in existence ,1,0,0,0,0,0,0,0,0,0
778,bought this app a long time ago and its the gift that keeps on giving the best app for the entire diverse ,1,0,1,0,0,0,0,0,0,0
779,the learning curve not for this app but for diverse can be a bit steep personally i have not had the time to really learn and test as much as i would have liked but this app is making the pathways to understanding and using a bit more clarified at least to me and there is support from those eager to help others understand the tools available ,0,1,0,0,0,0,1,0,0,0
780,works great with mastodon friendid accounts but not the diaspora account i have great user interface ,1,0,0,0,0,0,0,0,0,0
781,very nice mastodon client ,0,0,1,0,0,0,0,0,0,0
782,its now my goto social media client use it daily to get my news and technical insights and have complete control of the kind of ideas that get put in my head makes me smarter and happier than any other social media app on my phone ,1,1,1,0,0,1,0,0,0,0
783,its beautiful client problems faced cannot get options on link on the posts it shows options quite unexpectedly like in show full url expand cw like right click on link on pc cannot handle very long scrolls an account i follow has posts a day and i skim through them it crashes if i scroll to reach day the client cannot handle more than days please make it capable of at least to days cache for days on a particular account for offline use bookmark on notification ,0,0,0,1,0,0,0,0,0,0
784,it can render latex math ,1,0,0,0,0,0,0,0,0,0
785,pretty easy to figure out a straightforward next step after you have tried the mastodon web experience ,0,1,0,0,0,0,0,0,0,0
786,solid mastodon client way better than the official one it handles generated timelines whereas the official one does not ,1,1,0,0,0,0,0,0,0,0
787,much better as the mastodon original app it also keeps the timeline and did not ruin it when reloading ,1,0,0,1,0,0,0,0,0,0
788,great mastodon client the developer is active too using feedback to refine the app as time goes on ,0,0,1,0,0,0,1,0,0,0
789,lots of features like smackdown ,0,0,0,0,0,0,0,0,1,0
790,huge fan of the customization and the ability to add feeds to my profile very much worth the payment ,1,1,0,0,0,0,0,0,0,0
791,more functional all the time does almost everything i want it to i have paid for just a few apps and this one was def worth it ,1,0,0,0,0,0,0,0,0,0
792,pretty simple and full of features a pleasure to use ,0,0,1,0,0,0,0,0,0,0
793,fantastic app arguably the best mastodon app available and its open source ,1,0,0,0,0,0,0,1,0,0
794,excellent and highlycustomizable app my favorite way to browse the diverse i would just love for there to be more small features being able to black out cw media instead of just blurring the image and including an indicator on the home feed for if the poster and i are mutual followers maybe a small green bar under the avatar or something either way please keep up the great work ,1,1,0,0,0,0,0,0,0,0
795,this is the only diverse app i have found that let us me adjust the font size and create my own theme i really appreciate that ,0,1,0,0,0,0,0,0,0,0
796,sometimes the zoom on images does not work as expected but that is not enough to mark it down ,1,0,0,0,0,0,0,0,0,0
797,more calckey support please ,1,0,0,0,0,0,0,0,0,0
798,this makes the mastodon experience so much better i especially like how simple and intuitive it is to allow some feeds to notify me while others do not well worth the halfcupofcoffee it cost thanks for helping everyone transition away from the other swampy social media sites ,0,0,0,0,0,0,0,1,0,0
799,its pretty good no real complaints ,0,0,1,0,0,0,0,0,0,0
800,this is a great mastodon client well designed intuitive and it comes with lots of features the official mastodon app lacks money well spent ,1,0,0,0,0,0,0,0,0,0
801,so far it has a lot more features than a web app lots to learn and play around with removing left margin in the settings is huge great experience so far ,0,0,1,0,0,1,0,0,0,0
802,does not do bin but it is great for the diverse ,0,1,0,0,0,0,0,0,0,0
803,one of the best mastodonfediverse apps on the google play store ,1,0,0,0,0,0,0,0,0,0
804,pretty good made mastodon usable for me ,0,1,1,0,0,0,0,0,0,0
805,fairly complete experience and then some easy on the eyes lots of options but not overwhelming had slight trouble finding the search bar but its there just slightly buried ,0,1,1,0,0,0,0,0,0,0
806,i have been using the official mastodon app while getting acclimated to the service there is nothing inherently wrong with it but fedilab certainly adds a great deal of col features that i have been enjoying ,0,1,1,0,0,0,0,0,0,0
807,fedilab brings mastodon in an east use format and this is not a great comparison but is way more stable than twitter ,0,0,0,1,0,0,0,0,0,0
809,not intuitive but very polished pleasanttouse app plus there are answers for how to do most things that are not clear ,0,0,1,0,0,0,0,0,0,0
810,still new to the app but am enjoying it very customizable definitely worth the price paid ,1,1,1,0,0,0,0,0,0,0
811,fedilab seems to do everything i need in a mastodon client had a lot of options to work with the server you are using and had a good dark theme seemed the best choice when i was looking for a client in ,0,1,0,0,0,0,0,0,0,0
812,i love mastodon and i love this app it is very customizable and gets updated frequently it has soo many more features than the official app the support is great too 馃憤 ,0,1,0,0,0,0,0,0,0,0
813,really like this app for use with mastodon also supports other activitypub servers besides mastodon built in machine translation is a great feature ,1,1,0,0,0,0,0,1,0,0
814,love mastodon and this app just feels best to use with it for someone new to the diverse like myself ,0,1,0,0,0,0,0,0,0,0
815,pretty neat i would love to have some issues with scrolling through the ui being quite shutter to be fixed sometime and errors erasing what i wrote before putting the app on multitasking as a second task but overall adds a lot of functionality and is great for making the most out of mastodonthe diverse definitely worth the payment here on the playstore ,1,1,0,1,0,0,0,0,0,0
816,i use fedilab as a frontend for mastodon and its the best app so far its got all the features i need and works flawless of the time the only glitches i have had were fixed by clearing the cache and launching the app if you are a mastodon user on android just pay the and enjoy your feed in no time ,1,0,1,1,1,0,0,0,0,0
817,wonderful app for all of my posting needs ,1,0,0,0,0,0,0,0,0,0
818,best android mastodon app i have multiple accounts over multiple instances and i can confidently say this app has been amazing at letting me easily switch between them and manage my content it is also feature rich with scheduling color coding etc if there were widgets or even better a consolidated timeline widget i could put on my phone for quick scrolling this app would be perfection it is worth the money support the dev and join the diverse ,1,1,1,0,0,0,0,1,0,0
819,its still a little rough around the edges in places but its by far the most fullfeatured mastodon client for android and absolutely worth a couple of bucks edit since i installed it in december there is been a steady stream of updates to improve stability and polish its great to see such active development mirroring the helterskelter last few months in the diverse ,1,0,0,1,0,1,0,0,0,0
820,must be the most customizable diverse app frequent updates are improving the app constantly for me its worth the money ,1,1,0,0,0,0,0,0,0,0
821,a highly useful and nicely customizable app for mastodon i have been having good experiences with this ,0,1,1,0,0,0,0,0,0,0
822,best mastodonactivitypub client on android author is also very active on fixing bugs and making improvements ,1,0,0,0,0,0,1,0,0,0
823,great app lots of features developer is responsive and engaged worth supporting this project ,1,0,0,0,0,0,1,0,0,0
824,great app for communicating on the broader diverse rich in features super active developer ,1,1,0,0,0,0,1,1,0,0
825,very functional for both mastodon and pixelfed logged into both ,0,1,0,0,0,0,0,0,0,0
826,its bigger on the inside ,0,0,0,0,0,0,0,0,0,0
827,the sheer amount of improvements over the last couple months has been astounding very customizable and a nice looking interface keep up the great work ,1,1,0,0,0,0,0,0,0,0
828,edit just to reply to the dev thank you for your response i mean that id prefer slightly more compact posts not by much though maybe a few pixels or so but thank you so far its a lovely app the ability to fine tune the ui is invaluable and the functional settings are very robust and customizable i think the only thing id want for the near future is slightly swimmer spacing between posts otherwise very big fan already ,1,1,0,0,0,0,0,0,0,0
829,this app is updated regularly and features are always being added while bugs are being quashed i now prefer this app over tusk which had been my favorite mastodon app on android i have tried megaladon the party mastodon app and this one i am sticking with this one ,0,0,0,0,0,1,0,0,0,0
830,works perfectly for me and is my new favourite of the mastodon options nice to see its being actively worked on too ,0,1,1,0,0,0,0,0,0,0
831,fedilab makes it easier to visualize discussions now i can really enjoy mastodont馃槈 i wish i had an equivalent desktop app ,0,1,1,0,0,0,0,0,0,0
832,out of the box i was not too impressed by fedilab but once you dig into the options you can seemingly customize almost everything really impressed with the amount of polish that is gone into this app well worth the price ,1,1,0,0,0,0,0,0,0,0
833,a solid app for interacting with the diverse its been updated several times since i installed it and has been adding new features each time i have tried tusk too which feels a little more simplistic however this feels more like a serious tool for social interaction no ads open source the way it should be ,0,1,0,0,0,0,0,1,0,0
834,after trying the other android options this is hands down the best editing posts image loading update profile text dark mode filters cw following searching mute block have not noticed any bugs or glitches i have been using it since october and being nd the fact that everything works simple clean design and is not visually loud perfect i really like that after an update the history of updates is included android ultra using nova launcher ,1,1,0,1,0,0,0,0,0,0
835,after trying experimenting with couple mobile desktop flows supporting apps learned to love fedilab kudos to the developer well done in addition to the standard timelines homelocalfedarated there are further tl timelines to be pinned defined via a list created by the user a hashtag an entire nonlocal server i love those have become my primary mode of accessing the federation ,1,1,0,0,0,0,0,0,0,0
836,excellent app for accessing mastodon and friendid instances with more experience i may have some recommended improvements but first i want to make certain that i know what is already here thanks for the good work ,0,1,0,0,0,0,0,0,0,0
837,amazing app has a couple of minor and mostly graphical issues on my end but not a deal breaker at all amazing customization options material you and moved mode are always welcome easy for me ,0,1,1,1,0,0,0,0,0,0
838,great client nice to see if continuously be improved i am thankful for this yes there are other free clients but i believe people should be paid for their hard work so i am glad to have a paid option ,0,1,1,0,0,0,1,1,0,0
839,does what i need it to without intrusive permissions ,0,0,0,1,0,0,0,0,0,0
840,a wonderful experience for the generated universe ,0,0,1,0,0,0,0,0,0,0
841,this mastodon app is the ideal android experience ,0,0,1,0,0,0,0,0,0,0
842,being new to the diverse since nov and after trying a few apps fedilab is hands down the best experience by far on the expert spectrum of codingdeveloping i qualify as novice however this app offers complete and robust features across the board very intuitive and user friendly well worth the small price tag to support future development and maintenance get this app ,1,1,1,0,0,0,0,0,0,0
843,great open source functionality ,0,0,0,0,0,0,0,1,0,0
844,enjoying the ability to use multiple accounts and the thorough configuration options thanks ,0,1,1,0,0,0,0,0,0,0
845,have only used it for a few days but so far its been a pleasant experience fast straightforward and i cannot fault it thank you fedilab ,0,0,1,0,0,0,0,0,0,0
846,really well organized and you can easily load new tools unlike most other apps i tried or others this is the one ,1,1,0,0,0,0,0,0,1,0
847,replicate advanced web interface ,0,0,0,0,0,0,0,0,0,0
848,stable good client for the alternative to twitter mastodon ,0,0,0,1,0,0,0,0,0,0
849,nice way to interact with mastodon on android phones simpler interface than the web ,0,1,0,0,0,0,0,0,0,0
850,very easy to use like the dark theme looks and operates smoothly handles photos and optional text easily ,0,0,1,0,0,0,0,0,0,0
851,easy to use and should make your mastodon mobile experience less confusing ,0,0,1,1,0,0,0,0,0,0
852,the most fully functioned app i have encountered for mastodon i love that it allows me to resize images directly instead of forcing me to resize off line in a separate app ,1,1,1,0,0,0,0,0,0,0
853,fedilab works much better than the free clients i have tried and has the best pick up where you left off features of any social media app i have used feature request give some form of feedback when working to fetch more messages this can take quite a while given the nature of the diverse and there is no way of knowing that its still loading thanks ,1,0,0,1,0,0,0,0,0,0
854,i have been giving this a whorl and i see that one bug i reported was a nonissue and the other is fixed loving the fact that it is so actively worked on great stuff ,0,0,0,1,0,0,1,0,0,0
855,nice app for accessing your mastodon accounts seems solid and intuitive i like that you can follow hashtag ,0,1,1,0,0,0,0,0,0,0
856,i am really enjoying this app it seems to have everything i need and works well only thing that makes me drop a star see edit below is where favourites and bookmarks are located its not intuitive at least for me everything else seems to be in a logical place edit developer responded to my comment and it seems that they will be moving things around to make it more intuitive first developer to respond so quickly in a few hours deserves an extra star ,0,0,1,0,0,0,1,1,0,0
857,works like twitter easy to use ,0,0,1,0,0,0,0,0,0,0
858,best way i have found yet to view mastodon on my android they make regular updates to improve the experience so i really have no complaints ,0,0,1,0,0,0,0,0,0,0
859,good app with a range of features that makes it worth the payment ,1,0,0,0,0,0,0,0,0,0
860,nice easy access to diverse and mostadon feed ,0,0,1,0,0,0,0,0,0,0
861,fedilab team must have spent significant time testing and debugging this app love it no glitches do far well organized and fullfeatured smartphone app after using it i can see why it gets a high rating well deserved well worth the money small fee i recommend this app to anyone who wants to take their mastadon account with them ,1,1,0,1,0,0,0,0,0,0
862,great mastodon client tons of configuration options for your timeline dedicated dm tab other options to actually improve the experience what a novelty ,0,1,0,0,0,1,0,0,0,0
863,this app made my mastodon an infinitely better experience ,0,0,1,0,0,0,0,0,0,0
864,better than the others and well worth a small payment ,1,0,1,0,0,0,0,0,0,0
865,its more than worth the cost of admission fedilab is the smoother and most coherent mastodon client i have used yet ,1,0,1,0,0,0,0,0,0,0
866,i love how i can access all my mastodon accounts in one place the only thing on my wish list is that all of them could be displayed in one feed with something saying what accounts feed it is associated with overall a great easytouse app and its easier to use than the mastodon app especially if you want to follow hashtag ,1,1,0,0,0,0,0,0,0,0
867,works nicely lots of updates ,0,0,1,0,0,0,0,0,0,0
868,very polished app worth the price if you spend a bit of time on mastodon ,1,0,1,0,0,0,0,0,0,0
869,so far so good better than the mastodon app updated regularly was a good purchase ,1,0,1,1,0,0,0,0,0,0
870,its by far the most effective android experience for using mastodon today its ui has a lot of sharp edges so it takes some trial and error to work out what every option means its super feature rich otherwise and works very well i especially love way it treats lists as first class timelines ,1,1,0,0,0,0,0,0,0,0
871,i really like how user friendly this app is and how you are not tied to one account its more feature complete than the official app and well worth the ,1,0,1,0,0,0,1,0,0,0
872,all the functionality i was missing with the free apps exactly what i was looking for i do not usually buy paid apps but this was a relatively small amount and a overtime purchase i cannot justify subscription services for apps ,1,0,0,1,0,0,0,0,0,0
873,this far my experience has been excellent very feature packed love being able to see who answered to whom love enlisted being default for replies love followed tags being actually listed tried a couple of other apps and they felt too limited so i used the mobile website as an app but this has more features than that i cannot find the art timeline feature though which is advertised on the site even with googling i also had to google to figure out how to follow another local server ,1,1,0,0,0,0,0,0,0,0
874,hands down the best android app for mastodon pixelfed ,1,0,0,0,0,0,0,0,0,0
875,a really flexible diverse app ui could use some work ,0,1,0,0,0,0,0,0,0,0
876,i can follow follow hashtag ,0,1,0,0,0,0,0,0,0,0
877,really impressed with the functionality of this app like how streamlined everything is and there is no lag on my timeline ,1,0,0,0,0,0,0,0,0,0
878,great client with all the new mastodon witness like following hashtag and editing posts ,1,0,0,0,0,1,0,0,0,0
879,versatile and good looking worth paying for the extra features it provides ,1,0,1,0,0,0,0,0,0,0
880,my gateway to the diverse everything i need is right here ,0,1,0,0,0,0,0,0,0,0
881,its lightyears ahead of the official mastodon app highly recommend ,1,0,0,0,0,0,0,0,0,0
882,this is much better for me than the regular mastodon app it has all the features i need instead of a trimmed down subset ,0,1,0,0,0,0,0,0,0,0
883,really great app so far no complaints i was having a ton of difficulty working with the default mastodon app but this made that a breeze ,0,1,1,0,0,0,0,0,0,0
884,amazing better than all the free apps worth your money easy to use ,1,0,1,0,0,0,0,0,0,0
885,very clean interface it has themes which i really like ,0,0,1,0,0,0,0,0,0,0
886,great mastodon client let us you follow other servers timelines and just looks and works nicely i prefer it to tucker and the official mastodon app note that this is open source and can be installed free via droid if you prefer but hey support your devs ,0,1,0,0,0,0,1,1,0,0
887,this app does pretty much everything i need to do while using mastodon i think the only thing id like to see is more admin moderation capabilities within the app beyond that i am happy with its performance and function ,1,0,1,1,0,0,0,0,0,0
888,i really like this for the fact that i can arrange the accounts i am following into lists and then have these lists as the basic order for the whole experience feels right i have not given many alternatives an extended try though ,0,1,0,0,0,0,0,0,0,0
889,so much better than the bare bones mastadon app more info on instances and includes an easy option to just view local server traffic ,1,1,0,0,0,0,0,0,0,0
890,yay for using the diverse with all its features and no ads super happy with the ability to select a color palette for my experience and access to my bookmarks which the official mastodon app does not have enabled yet ,0,1,1,0,0,0,0,0,0,0
891,tried tusk and subway footer they are ok but for me this the best mastodon client for android ,1,0,0,0,0,0,0,0,0,0
892,tried a few mastodon clients and this ones worth the easy interface works like a regular android app gets the job done ,1,0,0,0,0,0,0,0,0,0
893,the best option for mastodon on android worth the small fee ,1,0,1,0,0,0,0,0,0,0
894,let us you view multiple local timelines sensible settings even custom themes ,0,1,0,0,0,0,0,0,0,0
895,excellent support for multiple accounts and multiple types of diverse mastodon pixelfed peertube etc ,1,0,0,0,0,0,0,1,0,0
896,highly customizable new to it but so far love it ,0,1,1,0,0,1,0,0,0,0
897,its very smooth and has everything i wish it has the bonus is that it could be added additional timelines with hashtag and even extra instances ,1,0,0,0,0,0,0,0,0,0
898,pretty good 馃憤 id like to be able to load more than posts at a time and id like to be able to only see top level posts on the generated timeline 馃憤 ,1,0,0,0,0,0,0,0,0,0
899,i am still a little new and over time ill probably update this review but so far it does exactly what i want with the extra features that i demand in a mobile client i do not think you will be disappointed if you try it out do not let the cost fool you quality software is worth paying for ,1,0,0,0,1,0,0,0,0,0
900,absolutely the best app for accessing the diverse ,1,0,0,0,0,0,0,1,0,0
901,the best mastadon client loads of customization options and runs smooth ,1,1,0,0,0,0,0,0,0,0
902,very configurable and effective ,1,1,0,0,0,0,0,0,0,0
903,the most feature rich mastodon app i know for android it has everything you need and some more ,1,0,0,0,0,0,0,0,0,0
904,fedilab is my favorite pleromapeertube client before i used roma which is not as good and does not have peertube support ,1,0,0,0,0,0,0,0,0,0
905,great interface i love that you can easily configure a lot of things and they are nicely explained list management could be improved a bit but i do not know if this should be at the mastodon level or only as an app feature ,1,1,0,0,0,0,0,0,0,0
906,excellent customer support thank you friends and have the app and have no problems with it new review stars galaxy ultra new update is better then i ever expected thank you ,1,0,0,0,0,0,1,0,0,0
907,the best mobile app for generated social instances ,0,0,0,0,0,0,0,1,0,0
909,out of all the apps for mastodon and generated social media this is by far the best one out of all i have used the feeds are extremely customizable ,0,1,0,0,0,0,0,0,0,0
910,useful the fedilab app itself hosts no content like a web browser unlike twitter and its a great interface for mastodon instances it would be a shame if google kicked it off the play store because google cannot tell the difference between a server and a useragent ,0,0,0,1,0,0,0,0,0,0
911,i initially downloaded tusk but after finding out that it is amongst the mastodon apps which block those they oppose politically i refused to use it anymore as a matter of principle fedilab not only gives its users control over which communities they wish to be a part of but also delivers all the functionality i am looking for in my social media endeavors hats off to the developer ,0,0,0,0,1,0,0,1,0,0
912,appreciate the app and the authors dedication to political neutrality i personally use an instance which blocks the more controversial parts of the diverse but that blocking is done by the service with the community and my implied support this is not a service it is software in fact free software which explicitly respects freedom zero the freedom to use the software for any purpose ,0,1,0,0,0,0,0,1,1,0
913,opens a liberated world of sharing ,0,0,0,0,0,0,0,1,0,0
914,easy to use and has a lot of features ,0,0,1,0,0,0,0,0,0,0
915,my favorite app for the mastodon world ,0,0,1,0,0,0,0,0,0,0
916,had issues at the beginning developer stepped right in and resolved it quickly any app with a developer that responds like this gets stars app is a great client to connect to diverse download it ,0,0,0,0,0,0,1,0,0,0
917,its great would be nice to be able to access peertube etc through it but i might just not know how yet pretty chill with lots of customization ,1,1,0,0,0,0,0,0,0,0
918,perfect client for the diverse especially tailored well for mastodon a bit on the complicated side with its plethora of features but nonetheless its good six get me through most of it in a breeze highly recommended even for beginners who are just starting their journey on diverse ,1,1,0,0,0,0,0,1,0,0
919,fabulous app to access the diverse its well worth the price of admission 馃憤馃徎 ,1,0,0,0,0,0,0,0,0,0
